"reviewId";"review";"score";"gender";"location";"date";"sentimiento";"review_limpio";"cluster_id";"top_palabras"
8051;"cool music";5;"female";"Perth, Australia";"2025-07-14";"positivo";"cool music";4;"app | music | better | awesome | spotify"
8061;"Runs smoothly.";5;"female";"Melbourne, Australia";"2025-11-09";"positivo";"runs smoothly";4;"app | music | better | awesome | spotify"
8063;"awesome";5;"female";"Queenstown, New Zealand";"2025-12-19";"positivo";"awesome";4;"app | music | better | awesome | spotify"
8069;"Lovely";5;"female";"Sydney, Australia";"2025-08-17";"positivo";"lovely";4;"app | music | better | awesome | spotify"
8072;"Great App!";5;"female";"Perth, Australia";"2025-05-31";"positivo";"great app";2;"great | app | music | back | really"
8073;"better than spotify 🥱";5;"female";"Salvador, Brazil";"2025-03-05";"positivo";"better than spotify";4;"app | music | better | awesome | spotify"
8089;"i love this app I grew up w this ❤️";5;"female";"Suva, Fiji";"2025-08-27";"positivo";"i love this app i grew up w this";5;"love | app | music | much | amazing"
8091;"good";5;"female";"Lima, Peru";"2025-01-21";"positivo";"good";0;"good | app | music | experience | really"
8097;"good";5;"female";"Guayaquil, Ecuador";"2025-04-23";"positivo";"good";0;"good | app | music | experience | really"
8101;"Good";5;"female";"Melbourne, Australia";"2025-11-16";"positivo";"good";0;"good | app | music | experience | really"
8110;"Good";5;"female";"Gold Coast, Australia";"2025-05-25";"positivo";"good";0;"good | app | music | experience | really"
8111;"❤️❤️";5;"female";"Perth, Australia";"2025-07-23";"positivo";"";4;"app | music | better | awesome | spotify"
8113;"Much better than Spotify";5;"female";"Port Moresby, Papua New Guinea";"2025-07-30";"positivo";"much better than spotify";4;"app | music | better | awesome | spotify"
8120;"I love it";5;"female";"Gold Coast, Australia";"2025-05-04";"positivo";"i love it";5;"love | app | music | much | amazing"
8122;"Great app, I've been an everyday sound cloud user for years!";5;"female";"Rosario, Argentina";"2025-04-19";"positivo";"great app i ve been an everyday sound cloud user for years";4;"app | music | better | awesome | spotify"
8125;"nice";5;"female";"Quito, Ecuador";"2025-04-18";"positivo";"nice";6;"nice | app | music | no | songs"
8129;"It's most best app I used since ever";5;"female";"Nadi, Fiji";"2025-08-23";"positivo";"it s most best app i used since ever";4;"app | music | better | awesome | spotify"
8138;"nice for gameing or at gym and even for relaxing no ads";5;"female";"Perth, Australia";"2025-08-16";"positivo";"nice for gameing or at gym and even for relaxing no ads";6;"nice | app | music | no | songs"
8144;"loving every bit of it";5;"female";"Queenstown, New Zealand";"2025-12-18";"positivo";"loving every bit of it";4;"app | music | better | awesome | spotify"
8146;"best sound";5;"female";"Queenstown, New Zealand";"2025-09-19";"positivo";"best sound";1;"best | app | music | ever | listen"
8151;"This is better than Spotify";5;"female";"Port Moresby, Papua New Guinea";"2025-10-26";"positivo";"this is better than spotify";4;"app | music | better | awesome | spotify"
8157;"So immersive and cool!";5;"female";"Nadi, Fiji";"2025-11-17";"positivo";"so immersive and cool";4;"app | music | better | awesome | spotify"
8168;"Skill issue";5;"female";"Lima, Peru";"2025-01-26";"positivo";"skill issue";4;"app | music | better | awesome | spotify"
8175;"good";5;"female";"Caracas, Venezuela";"2025-03-15";"positivo";"good";0;"good | app | music | experience | really"
8178;"wonderful ❤️💪";5;"female";"Christchurch, New Zealand";"2025-12-20";"positivo";"wonderful";4;"app | music | better | awesome | spotify"
8182;"just right for all people.. 🥳🥳🥴🤪😜🥲🙃🙃💯🔥";5;"female";"Canberra, Australia";"2025-06-08";"positivo";"just right for all people";4;"app | music | better | awesome | spotify"
8183;"Good 😊";5;"female";"Hobart, Australia";"2025-11-12";"positivo";"good";0;"good | app | music | experience | really"
8185;"Jenny Niengaw ❤️‍🔥😘";5;"female";"Queenstown, New Zealand";"2025-08-03";"positivo";"jenny niengaw";4;"app | music | better | awesome | spotify"
8193;"I've got the best";5;"female";"Montevideo, Uruguay";"2025-04-23";"positivo";"i ve got the best";1;"best | app | music | ever | listen"
8197;"great";5;"female";"La Paz, Bolivia";"2025-03-10";"positivo";"great";2;"great | app | music | back | really"
8199;"✍️";5;"female";"Melbourne, Australia";"2025-06-21";"positivo";"";4;"app | music | better | awesome | spotify"
8201;"I like it a lot";5;"female";"Brisbane, Australia";"2025-08-19";"positivo";"i like it a lot";3;"like | app | music | really | songs"
8203;"good 👍";5;"female";"Adelaide, Australia";"2025-05-20";"positivo";"good";0;"good | app | music | experience | really"
8204;"That's the best way to listen to music";5;"female";"Sydney, Australia";"2025-05-14";"positivo";"that s the best way to listen to music";1;"best | app | music | ever | listen"
8207;"very good apps and I love to listen the song";5;"female";"Suva, Fiji";"2025-12-16";"positivo";"very good apps and i love to listen the song";4;"app | music | better | awesome | spotify"
8220;"(We need a sleep timer on app). BEST MUSIC STREAM APP.";5;"female";"Perth, Australia";"2025-12-21";"positivo";"we need a sleep timer on app best music stream app";1;"best | app | music | ever | listen"
8221;"love it";5;"female";"Auckland, New Zealand";"2025-06-19";"positivo";"love it";5;"love | app | music | much | amazing"
8225;"love this app picks every song for you and you can play songs without wifi";5;"female";"Queenstown, New Zealand";"2025-05-15";"positivo";"love this app picks every song for you and you can play songs without wifi";4;"app | music | better | awesome | spotify"
8235;"is good";5;"female";"Christchurch, New Zealand";"2025-12-18";"positivo";"is good";0;"good | app | music | experience | really"
8238;"yeahhhh good bro";5;"female";"Sydney, Australia";"2025-12-17";"positivo";"yeahhhh good bro";4;"app | music | better | awesome | spotify"
8246;"Wow wow wow";5;"female";"Wellington, New Zealand";"2025-06-24";"positivo";"wow wow wow";4;"app | music | better | awesome | spotify"
8247;"amazing👍👍👍👍";5;"female";"Queenstown, New Zealand";"2025-05-16";"positivo";"amazing";4;"app | music | better | awesome | spotify"
8249;"Great";5;"female";"Perth, Australia";"2025-08-25";"positivo";"great";2;"great | app | music | back | really"
8255;"ruwakis ujok nusman";5;"female";"La Paz, Bolivia";"2025-01-05";"positivo";"ruwakis ujok nusman";4;"app | music | better | awesome | spotify"
8256;"wow wow i love it";5;"female";"Christchurch, New Zealand";"2025-05-25";"positivo";"wow wow i love it";4;"app | music | better | awesome | spotify"
8260;"music is my live";5;"female";"Perth, Australia";"2025-10-31";"positivo";"music is my live";4;"app | music | better | awesome | spotify"
8270;"it's so easy to use";5;"female";"Brasília, Brazil";"2025-04-15";"positivo";"it s so easy to use";4;"app | music | better | awesome | spotify"
8281;"I love how you can listen with no Wi-Fi";5;"female";"Santiago, Chile";"2025-01-20";"positivo";"i love how you can listen with no wi fi";5;"love | app | music | much | amazing"
8284;"it's great u should lisen to Dahlia Darko";5;"female";"Valparaíso, Chile";"2025-03-06";"positivo";"it s great u should lisen to dahlia darko";2;"great | app | music | back | really"
8286;"the best music streaming platform imo.";5;"female";"Brisbane, Australia";"2025-12-09";"positivo";"the best music streaming platform imo";1;"best | app | music | ever | listen"
8288;"good🙃🙂🙃";5;"female";"Hobart, Australia";"2025-07-14";"positivo";"good";0;"good | app | music | experience | really"
8289;"ok";5;"female";"Medellín, Colombia";"2025-03-01";"positivo";"ok";4;"app | music | better | awesome | spotify"
8305;"👍";5;"female";"Quito, Ecuador";"2025-02-16";"positivo";"";4;"app | music | better | awesome | spotify"
8308;"Partner of journey's ❤️";5;"female";"Gold Coast, Australia";"2025-09-05";"positivo";"partner of journey s";4;"app | music | better | awesome | spotify"
8314;"My go to.";5;"female";"Arequipa, Peru";"2025-01-28";"positivo";"my go to";4;"app | music | better | awesome | spotify"
8322;"legendary still!!!";5;"female";"Adelaide, Australia";"2025-09-10";"positivo";"legendary still";4;"app | music | better | awesome | spotify"
8335;"Fantastic";5;"female";"Suva, Fiji";"2025-12-05";"positivo";"fantastic";4;"app | music | better | awesome | spotify"
8336;"Its simple and work in our country better than spotify tnx";5;"female";"Sydney, Australia";"2025-09-09";"positivo";"its simple and work in our country better than spotify tnx";4;"app | music | better | awesome | spotify"
8340;"this is THE best music listening platform, they aren't greedy like Spotify, a total recommend";5;"female";"Suva, Fiji";"2025-09-19";"positivo";"this is the best music listening platform they aren t greedy like spotify a total recommend";4;"app | music | better | awesome | spotify"
8341;"My favorite music streaming app 🤗💚";5;"female";"Suva, Fiji";"2025-05-29";"positivo";"my favorite music streaming app";4;"app | music | better | awesome | spotify"
8345;"Good graphics";5;"female";"Gold Coast, Australia";"2025-05-30";"positivo";"good graphics";0;"good | app | music | experience | really"
8355;"good";5;"female";"Fortaleza, Brazil";"2025-01-17";"positivo";"good";0;"good | app | music | experience | really"
8356;"This app is very good and helpful, this app song better than all music app ✨✨✨";5;"female";"La Paz, Bolivia";"2025-04-10";"positivo";"this app is very good and helpful this app song better than all music app";4;"app | music | better | awesome | spotify"
8357;"Nice bro";5;"female";"Adelaide, Australia";"2025-11-10";"positivo";"nice bro";6;"nice | app | music | no | songs"
8362;"Everything's perfect! Just minor improvements you can make (i didn't find a feedback menu) the notification player doesn't let me 'like' songs or play previous songs(idk exactly if it depends on device) and maybe integrate crossfade option inbetween songs...";5;"female";"Queenstown, New Zealand";"2025-05-13";"positivo";"everything s perfect just minor improvements you can make i didn t find a feedback menu the notification player doesn t let me like songs or play previous songs idk exactly if it depends on device and maybe integrate crossfade option inbetween songs";4;"app | music | better | awesome | spotify"
8364;"Good 👍👍👍";5;"female";"Wellington, New Zealand";"2025-05-29";"positivo";"good";0;"good | app | music | experience | really"
8365;"Great 👍 👌";5;"female";"Brisbane, Australia";"2025-10-06";"positivo";"great";2;"great | app | music | back | really"
8370;"best music app";5;"female";"Suva, Fiji";"2025-12-14";"positivo";"best music app";1;"best | app | music | ever | listen"
8371;"👌";5;"female";"Suva, Fiji";"2025-06-06";"positivo";"";4;"app | music | better | awesome | spotify"
8376;"my go to party mix app";5;"female";"Canberra, Australia";"2025-12-02";"positivo";"my go to party mix app";4;"app | music | better | awesome | spotify"
8380;"how to download";5;"female";"Wellington, New Zealand";"2025-07-30";"positivo";"how to download";4;"app | music | better | awesome | spotify"
8385;"👏";5;"female";"Hobart, Australia";"2025-07-03";"positivo";"";4;"app | music | better | awesome | spotify"
8394;"Works better than Spotify guys like it's free too. I'm in love with this app";5;"female";"Gold Coast, Australia";"2025-08-01";"positivo";"works better than spotify guys like it s free too i m in love with this app";4;"app | music | better | awesome | spotify"
8399;"Very good to use, I've been using this app for years now!";5;"female";"Brisbane, Australia";"2025-07-23";"positivo";"very good to use i ve been using this app for years now";4;"app | music | better | awesome | spotify"
8425;"Awesome 👍";5;"female";"Hobart, Australia";"2025-11-23";"positivo";"awesome";4;"app | music | better | awesome | spotify"
8433;"its nice,but maybe add listen on repeat and lyrcis?";5;"female";"Suva, Fiji";"2025-12-17";"positivo";"its nice but maybe add listen on repeat and lyrcis";4;"app | music | better | awesome | spotify"
8434;"i love u for long time";5;"female";"Perth, Australia";"2025-05-31";"positivo";"i love u for long time";4;"app | music | better | awesome | spotify"
8435;"Nice App";5;"female";"Perth, Australia";"2025-11-01";"positivo";"nice app";6;"nice | app | music | no | songs"
8437;"very gooooooood👌👑💥";5;"female";"Brisbane, Australia";"2025-06-12";"positivo";"very gooooooood";4;"app | music | better | awesome | spotify"
8438;"This is dope 👌";5;"female";"Montevideo, Uruguay";"2025-01-05";"positivo";"this is dope";4;"app | music | better | awesome | spotify"
8443;"I Love the Vibe on this! Thank you ♥";5;"female";"Wellington, New Zealand";"2025-08-17";"positivo";"i love the vibe on this thank you";5;"love | app | music | much | amazing"
8444;"it good better than Spotify a bit even though Spotify gives me 5 or 2 ads and this gives like only 1 only giving 5 cause it has my favorite songs 👍";5;"female";"Melbourne, Australia";"2025-08-10";"positivo";"it good better than spotify a bit even though spotify gives me or ads and this gives like only only giving cause it has my favorite songs";4;"app | music | better | awesome | spotify"
8449;"Good";5;"female";"Caracas, Venezuela";"2025-03-01";"positivo";"good";0;"good | app | music | experience | really"
8454;"⭐️⭐️⭐️⭐️⭐️";5;"female";"Queenstown, New Zealand";"2025-12-21";"positivo";"";4;"app | music | better | awesome | spotify"
8458;"Till date I have never found such an application on any platform. not found Very nice fun, very very good 👍";5;"female";"Asunción, Paraguay";"2025-04-10";"positivo";"till date i have never found such an application on any platform not found very nice fun very very good";4;"app | music | better | awesome | spotify"
8469;"good one";5;"female";"Nadi, Fiji";"2025-09-23";"positivo";"good one";4;"app | music | better | awesome | spotify"
8472;"This is such nostalgia";5;"female";"Cali, Colombia";"2025-03-05";"positivo";"this is such nostalgia";4;"app | music | better | awesome | spotify"
8477;"the best";5;"female";"Brasília, Brazil";"2025-04-12";"positivo";"the best";1;"best | app | music | ever | listen"
8485;"peeled off like a potato chip and goated LLSC";5;"female";"Adelaide, Australia";"2025-11-16";"positivo";"peeled off like a potato chip and goated llsc";3;"like | app | music | really | songs"
8491;"amazing";5;"female";"Brisbane, Australia";"2025-09-27";"positivo";"amazing";4;"app | music | better | awesome | spotify"
8494;"good";5;"female";"Rio de Janeiro, Brazil";"2025-03-10";"positivo";"good";0;"good | app | music | experience | really"
8496;"🍑🤘🏽";5;"female";"Port Moresby, Papua New Guinea";"2025-10-07";"positivo";"";4;"app | music | better | awesome | spotify"
8500;"Good";5;"female";"Córdoba, Argentina";"2025-02-11";"positivo";"good";0;"good | app | music | experience | really"
8511;"Good for bass quality.pure sound🌟";5;"female";"Suva, Fiji";"2025-11-16";"positivo";"good for bass quality pure sound";4;"app | music | better | awesome | spotify"
8512;"nice app";5;"female";"Brisbane, Australia";"2025-06-20";"positivo";"nice app";6;"nice | app | music | no | songs"
8523;"Praised";5;"female";"São Paulo, Brazil";"2025-01-14";"positivo";"praised";4;"app | music | better | awesome | spotify"
8543;"How is";5;"female";"Gold Coast, Australia";"2025-08-13";"positivo";"how is";4;"app | music | better | awesome | spotify"
8544;"good👌🏼👍🏼";5;"female";"Arequipa, Peru";"2025-03-26";"positivo";"good";0;"good | app | music | experience | really"
8545;"perfect!";5;"female";"Buenos Aires, Argentina";"2025-01-22";"positivo";"perfect";7;"perfect | music | update | much | love"
8548;"tima jude";5;"female";"Melbourne, Australia";"2025-09-14";"positivo";"tima jude";4;"app | music | better | awesome | spotify"
8551;"good";5;"female";"Christchurch, New Zealand";"2025-09-09";"positivo";"good";0;"good | app | music | experience | really"
8555;"🥰";5;"female";"Nadi, Fiji";"2025-11-19";"positivo";"";4;"app | music | better | awesome | spotify"
8560;"it's good but bring back ""u weren't here i really miss you"" please.";5;"female";"Port Moresby, Papua New Guinea";"2025-06-03";"positivo";"it s good but bring back u weren t here i really miss you please";4;"app | music | better | awesome | spotify"
8568;"💕";5;"female";"Perth, Australia";"2025-12-12";"positivo";"";4;"app | music | better | awesome | spotify"
8570;"😎 Cool";5;"female";"Brisbane, Australia";"2025-06-20";"positivo";"cool";4;"app | music | better | awesome | spotify"
8572;"Very good app there is no adds and there is ultimate skips";5;"female";"Suva, Fiji";"2025-08-26";"positivo";"very good app there is no adds and there is ultimate skips";4;"app | music | better | awesome | spotify"
8579;"Best";5;"female";"Salvador, Brazil";"2025-01-06";"positivo";"best";1;"best | app | music | ever | listen"
8584;"the bestt";5;"female";"Suva, Fiji";"2025-09-28";"positivo";"the bestt";4;"app | music | better | awesome | spotify"
8587;"good";5;"female";"Port Moresby, Papua New Guinea";"2025-09-22";"positivo";"good";0;"good | app | music | experience | really"
8589;"goood";5;"female";"Adelaide, Australia";"2025-08-16";"positivo";"goood";4;"app | music | better | awesome | spotify"
8591;"Awesome!";5;"female";"Brisbane, Australia";"2025-10-11";"positivo";"awesome";4;"app | music | better | awesome | spotify"
8596;"love it";5;"female";"Canberra, Australia";"2025-05-06";"positivo";"love it";5;"love | app | music | much | amazing"
8598;"Best way to get our feeling out";5;"female";"Brisbane, Australia";"2025-08-21";"positivo";"best way to get our feeling out";1;"best | app | music | ever | listen"
8600;"soundClouds ❤️";5;"female";"Port Moresby, Papua New Guinea";"2025-06-13";"positivo";"soundclouds";4;"app | music | better | awesome | spotify"
8603;"Recent updates since previous review certainly has made app an ease of an tool,such as being able to change profile and background pictures via mobile,was the cherry on the logos cake";5;"female";"Adelaide, Australia";"2025-07-02";"positivo";"recent updates since previous review certainly has made app an ease of an tool such as being able to change profile and background pictures via mobile was the cherry on the logos cake";4;"app | music | better | awesome | spotify"
8616;"✨$treetLiteE.N.T.💨";5;"female";"Perth, Australia";"2025-08-13";"positivo";"treetlitee n t";4;"app | music | better | awesome | spotify"
8629;"wonderful.. practical.. Easy.. I love it";5;"female";"Auckland, New Zealand";"2025-12-15";"positivo";"wonderful practical easy i love it";4;"app | music | better | awesome | spotify"
8630;"The Best App for Music Till Date 👏🏼🔪";5;"female";"Canberra, Australia";"2025-05-29";"positivo";"the best app for music till date";1;"best | app | music | ever | listen"
8649;"quality";5;"female";"Fortaleza, Brazil";"2025-04-13";"positivo";"quality";4;"app | music | better | awesome | spotify"
8657;"If u can't find any song on Spotify.. then u have this app ... Damn fantastic";5;"female";"Caracas, Venezuela";"2025-03-17";"positivo";"if u can t find any song on spotify then u have this app damn fantastic";4;"app | music | better | awesome | spotify"
8659;"I enjoyed all the music I search found here🥰";5;"female";"Brisbane, Australia";"2025-09-28";"positivo";"i enjoyed all the music i search found here";4;"app | music | better | awesome | spotify"
8662;"Spotify to SoundCloud, 2025 hope to be uniquely as #soundcloud";5;"female";"Suva, Fiji";"2025-10-16";"positivo";"spotify to soundcloud hope to be uniquely as soundcloud";4;"app | music | better | awesome | spotify"
8663;"juice wrld";5;"female";"Port Moresby, Papua New Guinea";"2025-10-08";"positivo";"juice wrld";4;"app | music | better | awesome | spotify"
8665;"good";5;"female";"Brisbane, Australia";"2025-08-16";"positivo";"good";0;"good | app | music | experience | really"
8670;"It's sooooo good";5;"female";"Cali, Colombia";"2025-01-25";"positivo";"it s sooooo good";0;"good | app | music | experience | really"
8671;"The February 2025 update ruined it. Now it looks like the phone app, slick but not practical for a car app at all. It only opens when I go through the Google Playstore, otherwise the screen flashes and I cannot access the app. This also makes accessing other apps via the touchscreen impossible. Once it does launch through the process stated above, the car also prevents use of the screen in app once in motion. '25/03/10 Reinstalled, I think there was an app roll back. Works perfectly now!";5;"female";"Salvador, Brazil";"2025-01-10";"positivo";"the february update ruined it now it looks like the phone app slick but not practical for a car app at all it only opens when i go through the google playstore otherwise the screen flashes and i cannot access the app this also makes accessing other apps via the touchscreen impossible once it does launch through the process stated above the car also prevents use of the screen in app once in motion reinstalled i think there was an app roll back works perfectly now";4;"app | music | better | awesome | spotify"
8673;"good";5;"female";"Suva, Fiji";"2025-08-07";"positivo";"good";0;"good | app | music | experience | really"
8677;"Great app for music";5;"female";"Canberra, Australia";"2025-08-22";"positivo";"great app for music";2;"great | app | music | back | really"
8678;"it's the bomb";5;"female";"Brisbane, Australia";"2025-09-23";"positivo";"it s the bomb";4;"app | music | better | awesome | spotify"
8683;"fabulous";5;"female";"Fortaleza, Brazil";"2025-04-09";"positivo";"fabulous";4;"app | music | better | awesome | spotify"
8686;"This App Is The Best App Of Music";5;"female";"Suva, Fiji";"2025-08-09";"positivo";"this app is the best app of music";1;"best | app | music | ever | listen"
8694;"veryyy good";5;"female";"La Paz, Bolivia";"2025-03-11";"positivo";"veryyy good";0;"good | app | music | experience | really"
8708;"good";5;"female";"Valparaíso, Chile";"2025-01-14";"positivo";"good";0;"good | app | music | experience | really"
8717;"best app for music trust";5;"female";"Rio de Janeiro, Brazil";"2025-04-18";"positivo";"best app for music trust";1;"best | app | music | ever | listen"
8746;"This app is excellent. 🤍🤍";5;"female";"Auckland, New Zealand";"2025-12-25";"positivo";"this app is excellent";4;"app | music | better | awesome | spotify"
8751;"complex but beautifully designed like the songs on it.";5;"female";"Suva, Fiji";"2025-09-09";"positivo";"complex but beautifully designed like the songs on it";3;"like | app | music | really | songs"
8757;"Good";5;"female";"Perth, Australia";"2025-05-30";"positivo";"good";0;"good | app | music | experience | really"
8770;"dank yo";5;"female";"Santiago, Chile";"2025-01-24";"positivo";"dank yo";4;"app | music | better | awesome | spotify"
8776;"تمام يا با تشو";5;"female";"Hobart, Australia";"2025-09-01";"positivo";"تمام يا با تشو";4;"app | music | better | awesome | spotify"
8778;"good songs";5;"female";"Medellín, Colombia";"2025-03-13";"positivo";"good songs";0;"good | app | music | experience | really"
8781;"it's a awesome app";5;"female";"Fortaleza, Brazil";"2025-04-14";"positivo";"it s a awesome app";4;"app | music | better | awesome | spotify"
8789;"Super";5;"female";"Adelaide, Australia";"2025-10-03";"positivo";"super";4;"app | music | better | awesome | spotify"
8802;"goooooood";5;"female";"Suva, Fiji";"2025-09-04";"positivo";"goooooood";4;"app | music | better | awesome | spotify"
8806;"it's Genuinely the best app I ever Used";5;"female";"Brisbane, Australia";"2025-12-05";"positivo";"it s genuinely the best app i ever used";1;"best | app | music | ever | listen"
8811;"very Beautiful ❤️";5;"female";"Perth, Australia";"2025-11-21";"positivo";"very beautiful";4;"app | music | better | awesome | spotify"
8812;"less ads are very useful and music is good";5;"female";"Gold Coast, Australia";"2025-09-11";"positivo";"less ads are very useful and music is good";4;"app | music | better | awesome | spotify"
8813;"kittsiku on sc";5;"female";"Melbourne, Australia";"2025-08-22";"positivo";"kittsiku on sc";4;"app | music | better | awesome | spotify"
8817;"thanks for welcoming me";5;"female";"Melbourne, Australia";"2025-11-15";"positivo";"thanks for welcoming me";4;"app | music | better | awesome | spotify"
8822;"great app";5;"female";"Buenos Aires, Argentina";"2025-04-02";"positivo";"great app";2;"great | app | music | back | really"
8843;"Best artist2artist music social media app and website available still 10 years on! Edited to reflect that multiple functions of the application were fixed with the recent update. Upgraded";5;"female";"Port Moresby, Papua New Guinea";"2025-08-13";"positivo";"best artistartist music social media app and website available still years on edited to reflect that multiple functions of the application were fixed with the recent update upgraded";4;"app | music | better | awesome | spotify"
8845;"perfect remixes!!! 👌";5;"female";"Perth, Australia";"2025-11-05";"positivo";"perfect remixes";7;"perfect | music | update | much | love"
8850;"great for filthy riddim";5;"female";"Adelaide, Australia";"2025-06-26";"positivo";"great for filthy riddim";2;"great | app | music | back | really"
8858;"Best";5;"female";"Buenos Aires, Argentina";"2025-04-21";"positivo";"best";1;"best | app | music | ever | listen"
8860;"good";5;"female";"Port Moresby, Papua New Guinea";"2025-09-09";"positivo";"good";0;"good | app | music | experience | really"
8862;"this app saved my life";5;"female";"Nadi, Fiji";"2025-08-23";"positivo";"this app saved my life";4;"app | music | better | awesome | spotify"
8864;"Amazing";5;"female";"Perth, Australia";"2025-09-27";"positivo";"amazing";4;"app | music | better | awesome | spotify"
8869;"the app is in progress so far";5;"female";"Auckland, New Zealand";"2025-07-28";"positivo";"the app is in progress so far";4;"app | music | better | awesome | spotify"
8871;"👌";5;"female";"Caracas, Venezuela";"2025-02-14";"positivo";"";4;"app | music | better | awesome | spotify"
8879;"💕";5;"female";"Bogotá, Colombia";"2025-04-16";"positivo";"";4;"app | music | better | awesome | spotify"
8881;"Good.";5;"female";"Rio de Janeiro, Brazil";"2024-12-19";"positivo";"good";0;"good | app | music | experience | really"
8884;"Inspirational anthem for our times, fighting for what our fathers defended in WW II.";5;"female";"Salvador, Brazil";"2025-03-09";"positivo";"inspirational anthem for our times fighting for what our fathers defended in ww ii";4;"app | music | better | awesome | spotify"
8893;"too good";5;"female";"Perth, Australia";"2025-06-17";"positivo";"too good";0;"good | app | music | experience | really"
8894;"amazing";5;"female";"Melbourne, Australia";"2025-08-27";"positivo";"amazing";4;"app | music | better | awesome | spotify"
8895;"the best";5;"female";"Adelaide, Australia";"2025-10-06";"positivo";"the best";1;"best | app | music | ever | listen"
8898;"favorite music app I wish that if u forget to pay for ur premium ur downloaded music would still stay in a playlist or something n automatically redownload when u do pay for it because current have to go refind n redownload them all manually if u don't pay for ur premium right away. wish u could skip adds like YouTube when u don't have premium as well. Other then that I love this app";5;"female";"Sydney, Australia";"2025-06-24";"positivo";"favorite music app i wish that if u forget to pay for ur premium ur downloaded music would still stay in a playlist or something n automatically redownload when u do pay for it because current have to go refind n redownload them all manually if u don t pay for ur premium right away wish u could skip adds like youtube when u don t have premium as well other then that i love this app";4;"app | music | better | awesome | spotify"
8908;"the best I think it's better than Spotify";5;"female";"Rio de Janeiro, Brazil";"2025-02-16";"positivo";"the best i think it s better than spotify";4;"app | music | better | awesome | spotify"
8916;"So much better then Spotify";5;"female";"Perth, Australia";"2025-07-25";"positivo";"so much better then spotify";4;"app | music | better | awesome | spotify"
8917;"How do I download a music to my computer or cellphone";5;"female";"Sydney, Australia";"2025-11-29";"positivo";"how do i download a music to my computer or cellphone";4;"app | music | better | awesome | spotify"
8923;"I love all Gangster Rap and Pop";5;"female";"Perth, Australia";"2025-05-23";"positivo";"i love all gangster rap and pop";5;"love | app | music | much | amazing"
8927;"That's great";5;"female";"Canberra, Australia";"2025-06-05";"positivo";"that s great";2;"great | app | music | back | really"
8928;"best aap... and it's not like other apps like spotify... uh need to pay for them... this is free and doesnot comsume more data.. I m impress with it";5;"female";"Adelaide, Australia";"2025-11-06";"positivo";"best aap and it s not like other apps like spotify uh need to pay for them this is free and doesnot comsume more data i m impress with it";3;"like | app | music | really | songs"
8933;"Lovely";5;"female";"Suva, Fiji";"2025-11-18";"positivo";"lovely";4;"app | music | better | awesome | spotify"
8938;"Good";5;"female";"Adelaide, Australia";"2025-12-24";"positivo";"good";0;"good | app | music | experience | really"
8940;"banging user interface!!";5;"female";"Guayaquil, Ecuador";"2025-01-02";"positivo";"banging user interface";4;"app | music | better | awesome | spotify"
8953;"love it";5;"female";"Auckland, New Zealand";"2025-12-20";"positivo";"love it";5;"love | app | music | much | amazing"
8961;"it is a very good app for listening music but maybe to many add but very good app I also wish you could play more songs offline with out having to buy them but I liked this app";5;"female";"Santiago, Chile";"2025-01-21";"positivo";"it is a very good app for listening music but maybe to many add but very good app i also wish you could play more songs offline with out having to buy them but i liked this app";4;"app | music | better | awesome | spotify"
8964;"I LOVE THIS ITS AMAZING";5;"female";"Adelaide, Australia";"2025-11-15";"positivo";"i love this its amazing";5;"love | app | music | much | amazing"
8975;"Fiya for juice wrld unreleased songs";5;"female";"Port Moresby, Papua New Guinea";"2025-10-09";"positivo";"fiya for juice wrld unreleased songs";4;"app | music | better | awesome | spotify"
8981;"great resource for underground tracks and mixes";5;"female";"Canberra, Australia";"2025-12-05";"positivo";"great resource for underground tracks and mixes";4;"app | music | better | awesome | spotify"
8988;"👍";5;"female";"Lima, Peru";"2025-03-02";"positivo";"";4;"app | music | better | awesome | spotify"
8991;"👍";5;"female";"Sydney, Australia";"2025-12-21";"positivo";"";4;"app | music | better | awesome | spotify"
8997;"gooood";5;"female";"Canberra, Australia";"2025-07-05";"positivo";"gooood";4;"app | music | better | awesome | spotify"
8999;"W unreleased juice wrld";5;"female";"Christchurch, New Zealand";"2025-07-09";"positivo";"w unreleased juice wrld";4;"app | music | better | awesome | spotify"
9002;"it's great";5;"female";"Salvador, Brazil";"2025-02-26";"positivo";"it s great";2;"great | app | music | back | really"
9005;"okay 👍";5;"female";"Brisbane, Australia";"2025-09-28";"positivo";"okay";4;"app | music | better | awesome | spotify"
9019;"Needed good";5;"female";"Hobart, Australia";"2025-06-04";"positivo";"needed good";0;"good | app | music | experience | really"
9020;"luv SoundCloud";5;"female";"Rio de Janeiro, Brazil";"2024-12-24";"positivo";"luv soundcloud";4;"app | music | better | awesome | spotify"
9023;"one suggestion: make a playlist's visibility be able to have the ""unlisted"" option";5;"female";"Port Moresby, Papua New Guinea";"2025-07-11";"positivo";"one suggestion make a playlist s visibility be able to have the unlisted option";4;"app | music | better | awesome | spotify"
9035;"padu";5;"female";"Auckland, New Zealand";"2025-09-15";"positivo";"padu";4;"app | music | better | awesome | spotify"
9044;"I like it";5;"female";"Melbourne, Australia";"2025-09-17";"positivo";"i like it";3;"like | app | music | really | songs"
9046;"good";5;"female";"Wellington, New Zealand";"2025-10-12";"positivo";"good";0;"good | app | music | experience | really"
